audio_timestamp,frequencies,fs,index,mic_positions,motors_pwm,motors_thrust,n_frequencies,n_mics,signals_imag_vect,signals_real_vect,timestamp,topic,vbat,vx,vy,x,y,yaw_deg,yaw_rate_deg,z
,,,0,,,,,,,,12591,geometry/pose_raw,,-2.901132822036743,-0.7694700956344604,-45.10216522216797,-8.942521095275879,0.15840429067611694,0.0,0.01046349573880434
,,,1,,,,,,,,12596,geometry/pose_raw,,-2.9017534255981445,-0.7698187828063965,-45.131160736083984,-8.950297355651855,0.1568237990140915,0.0,0.010449584573507309
,,,2,,,,,,,,12606,geometry/pose_raw,,-3.021854877471924,-0.9895887970924377,-46.678104400634766,-11.743936538696289,0.16614912450313568,0.0,0.00974680669605732
,,,3,,,,,,,,12616,geometry/pose_raw,,-3.022611379623413,-0.990138828754425,-46.70830154418945,-11.753923416137695,0.16639478504657745,0.0,0.009687541052699089
,,,4,,,,,,,,12626,geometry/pose_raw,,-3.023483991622925,-0.9906578660011292,-46.73850631713867,-11.763915061950684,0.1662328839302063,0.0,0.009629810228943825
,,,5,,,,,,,,12636,geometry/pose_raw,,-3.0242342948913574,-0.9913240075111389,-46.76871871948242,-11.77391242980957,0.16609078645706177,0.0,0.009573913179337978
,,,6,,,,,,,,12646,geometry/pose_raw,,-2.6747708320617676,-0.3596210181713104,-42.3098030090332,-3.7679033279418945,0.1411043256521225,0.0,0.01116419117897749
,,,7,,[0. 0. 0. 0.],[0. 0. 0. 0.],,,,,12650,crazyflie/motors,,,,,,,,
,,,8,,,,,,,,12656,geometry/pose_raw,,-2.675360679626465,-0.35982435941696167,-42.3365478515625,-3.771566390991211,0.14128580689430237,0.0,0.011202373541891575
,,,9,,,,,,,,12666,geometry/pose_raw,,-2.675855875015259,-0.3601319193840027,-42.36329650878906,-3.7752315998077393,0.1408262401819229,0.0,0.011244428344070911
,,,10,,,,,,,,12676,geometry/pose_raw,,-2.676486015319824,-0.3604457378387451,-42.390052795410156,-3.778899908065796,0.14009025692939758,0.0,0.011287893168628216
,,,11,,,,,,,,12686,geometry/pose_raw,,-2.677288055419922,-0.3607282042503357,-42.41681671142578,-3.78257155418396,0.14096127450466156,0.0,0.011331349611282349
,,,12,,,,,,,,12696,geometry/pose_raw,,-2.6489362716674805,-0.30650582909584045,-42.0660400390625,-3.0927653312683105,0.1388854682445526,0.0,0.011667368933558464
,,,13,,,,,,,,12706,geometry/pose_raw,,-2.6496593952178955,-0.30681589245796204,-42.092529296875,-3.095895290374756,0.13791285455226898,0.0,0.011724881827831268
,,,14,,,,,,,,12716,geometry/pose_raw,,-2.6496593952178955,-0.30681589245796204,-42.092529296875,-3.095895290374756,0.13707317411899567,0.0,0.011724881827831268
,,,15,,,,,,,,12726,geometry/pose_raw,,-2.65104079246521,-0.3074268102645874,-42.145530700683594,-3.102163791656494,0.13774234056472778,0.0,0.011841695755720139
,,,16,,,,,,,,12735,geometry/pose_raw,,-2.653994083404541,-0.3174866735935211,-42.186790466308594,-3.2319304943084717,0.13834333419799805,0.0,0.011511828750371933
,,,17,,,,,,,,12746,geometry/pose_raw,,-2.6546013355255127,-0.3179258108139038,-42.21332931518555,-3.2351715564727783,0.1380777359008789,0.0,0.011555332690477371
,,,18,,[0. 0. 0. 0.],[0. 0. 0. 0.],,,,,12748,crazyflie/motors,,,,,,,,
,,,19,,,,,,,,12755,geometry/pose_raw,,-2.655207633972168,-0.31818264722824097,-42.239871978759766,-3.2384159564971924,0.13849785923957825,0.0,0.011600212194025517
,,,20,,,,,,,,12766,geometry/pose_raw,,-2.655722141265869,-0.3184829652309418,-42.266422271728516,-3.2416632175445557,0.1380099207162857,0.0,0.011645614169538021
,,,21,,,,,,,,12775,geometry/pose_raw,,-2.6562857627868652,-0.3187123239040375,-42.29297637939453,-3.24491286277771,0.1376277357339859,0.0,0.011691645719110966
,,,22,,,,,,,,12786,geometry/pose_raw,,-2.690228223800659,-0.3675535321235657,-42.748863220214844,-3.867943286895752,0.13973458111286163,0.0,0.012267141602933407
,,,23,,,,,,,,12796,geometry/pose_raw,,-2.6908822059631348,-0.3678564727306366,-42.77576446533203,-3.87168550491333,0.1387062966823578,0.0,0.012347318232059479
,,,24,,,,,,,,12806,geometry/pose_raw,,-2.6914126873016357,-0.36822861433029175,-42.802669525146484,-3.8754308223724365,0.1387835144996643,0.0,0.012429293245077133
,,,25,,,,,,,,12816,geometry/pose_raw,,-2.6920344829559326,-0.36864718794822693,-42.82958221435547,-3.8791799545288086,0.13784556090831757,0.0,0.012512986548244953
,,,26,,,,,,,,12826,geometry/pose_raw,,-2.6404364109039307,-0.29144659638404846,-42.16679763793945,-2.8919572830200195,0.13467665016651154,0.0,0.011946550570428371
,,,27,,,,,,,,12835,geometry/pose_raw,,-2.6410715579986572,-0.29172518849372864,-42.19320297241211,-2.894935369491577,0.1354668140411377,0.0,0.011991407722234726
,,,28,,,,,,,,12846,geometry/pose_raw,,-2.6415963172912598,-0.29192978143692017,-42.21961212158203,-2.8979156017303467,0.13396495580673218,0.0,0.01203746348619461
,,,29,,[0. 0. 0. 0.],[0. 0. 0. 0.],,,,,12849,crazyflie/motors,,,,,,,,
,,,30,,,,,,,,12856,geometry/pose_raw,,-2.642197847366333,-0.2921479046344757,-42.246028900146484,-2.900897979736328,0.13522037863731384,0.0,0.012084237299859524
,,,31,,,,,,,,12865,geometry/pose_raw,,-2.6427624225616455,-0.2923370897769928,-42.2724494934082,-2.9038825035095215,0.13425250351428986,0.0,0.01213166769593954
,,,32,,,,,,,,12876,geometry/pose_raw,,-2.459796905517578,-0.012849917635321617,-39.88071823120117,0.6622017621994019,0.12501102685928345,0.0,0.010380644351243973
,,,33,,,,,,,,12885,geometry/pose_raw,,-2.460458278656006,-0.0129530169069767,-39.90531921386719,0.6620185971260071,0.1253584772348404,0.0,0.01031492929905653
,,,34,,,,,,,,12895,geometry/pose_raw,,-2.4610354900360107,-0.012888696044683456,-39.929927825927734,0.6618350148200989,0.1259492188692093,0.0,0.01024971716105938
,,,35,,,,,,,,12907,geometry/pose_raw,,-2.4617109298706055,-0.012985349632799625,-39.95454406738281,0.6616509556770325,0.12677384912967682,0.0,0.010185767896473408
,,,36,,,,,,,,12915,geometry/pose_raw,,-2.5189523696899414,-0.10471678525209427,-40.70779800415039,-0.5037895441055298,0.130629301071167,0.0,0.010495740920305252
,,,37,,,,,,,,12925,geometry/pose_raw,,-2.5195493698120117,-0.10476720333099365,-40.73299026489258,-0.504894495010376,0.1299673616886139,0.0,0.010460380464792252
